PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;73720;73720;42235;42235-73720;470705;1251703-42235;50124635;1331292-1251703
;;73720;73720;42235;42235-73720;471334;1075819-42235;50118002;1075818-1075819
;;419963;728024;419962;726373-728024;419964;832673-726373;50160877;1275233-832673
;;463754;1119861;43195;1119860-1119861;470898;1074150-1119860;50118354;1110216-1074150
;;69501;1199617;46685;1199616-1199617;10248;10248-1199616;50160881;1275237-10248
;;69501;1199617;46684;46684-1199617;25592;25592-46684;50143685;1262612-25592
;;69506;69506;52258;52258-69506;477836;1149952-52258;50160871;1275227-1149952
;;69516;69516;52260;52260-69516;10258;10258-52260;50160853;1275209-10258
;;69517;1199614;50709;662618-1199614;8110;8110-662618;50124634;1331293-8110
;;69517;1199614;50709;662618-1199614;37649;37649-662618;50124672;1263144-37649
;;69521;69521;54657;54657-69521;34364;928802-54657;50160951;1275303-928802
;;69521;69521;54657;54657-69521;34365;928798-54657;50143842;1263900-928798
;;69521;69521;54657;54657-69521;34365;928798-54657;50160950;1275302-928798
;;69530;69530;43790;43790-69530;477783;1149796-43790;50160956;1275308-1149796
;;69530;69530;43790;43790-69530;20247;1149803-43790;50141746;1264218-1149803
;;69542;69542;47768;47768-69542;34354;833044-47768;50160947;1275299-833044
;;69542;69542;43469;43469-69542;477791;1149776-43469;50160940;1275292-1149776
;;69542;69542;43469;43469-69542;477791;1149776-43469;50141744;1264220-1149776
;;69540;69540;54693;54693-69540;477740;1149697-54693;50160903;1275256-1149697
;;69484;69484;44975;44975-69484;21599;1005444-44975;50160886;1275242-1005444
;;69497;841671;52255;841670-841671;10249;10249-841670;50160850;1275206-10249
;;70683;70683;54690;54690-70683;477744;1149713-54690;50160908;1275261-1149713
;;70685;70685;54685;54685-70685;34291;833080-54685;50160901;1275254-833080
;;477780;1148607;477779;1148605-1148607;477778;1148603-1148605;50160952;1275304-1148603
;;425683;833145;54694;1149686-833145;477736;1149681-1149686;50160917;1275270-1149681
;;416592;666958;416591;666956-666958;416593;666962-666956;50098423;1275143-666962
;;416569;666842;416568;666840-666842;416567;666838-666840;50098420;1275140-666838
;;416647;667213;416646;667211-667213;416645;667209-667211;50098377;1275101-667209
;;62842;62842;51057;51057-62842;40793;40793-51057;50098395;1275119-40793
;;62925;62925;58459;58459-62925;23241;23241-58459;50126100;1360917-23241
;;62939;1090929;43109;1090950-1090929;471538;1076624-1090950;50117782;1295480-1076624
;;62939;1090929;473245;1247062-1090929;422944;1247070-1247062;50125487;1262210-1247070
;;62939;1090929;473245;1247062-1090929;10088;1247065-1247062;50011394;1244643-1247065
;;63261;63261;416574;666870-63261;28095;1271730-666870;50122741;1331593-1271730
;;63270;63270;50355;50355-63270;28094;864810-50355;50122740;1331594-864810
;;63270;63270;50355;50355-63270;427540;905307-50355;50122772;1331584-905307
;;63270;63270;416566;666831-63270;416565;666829-666831;50098419;1275139-666829
;;63287;63287;50360;50360-63287;421063;927814-50360;50125432;1262233-927814
;;66169;66169;48969;48969-66169;5304;1274905-48969;50077858;1274055-1274905
;;422355;844853;422354;757617-844853;422367;1274887-757617;50109992;1274496-1274887
;;66999;66999;49024;49024-66999;5439;1229179-49024;50077994;1274033-1229179
;;66999;66999;49024;49024-66999;5438;1274854-49024;50077993;1274034-1274854
;;67061;67061;51674;51674-67061;9357;1274820-51674;50078179;1273995-1274820
;;66507;66507;48984;48984-66507;5347;1274811-48984;50077901;1230899-1274811
;;420435;734391;42259;725502-734391;5343;1274799-725502;50077897;1274049-1274799
;;419861;725427;419860;725425-725427;419859;725423-725425;50108976;1230503-725423
;;65243;1274785;49063;49063-1274785;5546;1274264-49063;50078101;1274016-1274264
;;59804;1274701;59097;59097-1274701;11680;11680-59097;50020598;1134664-11680
;;59804;1274701;59097;59097-1274701;11681;11681-59097;50020599;1134663-11681
;;422983;795171;422982;795170-795171;5598;1274684-795170;50078153;1274521-1274684
;;66968;66968;47584;47584-66968;5459;1274653-47584;50078014;1274550-1274653
;;423856;878610;49861;878608-878610;38238;1274633-878608;50067808;1273337-1274633
;;480927;1256425;480926;1256423-1256425;481068;1274476-1256423;50116735;1272846-1274476
;;480950;1257091;480931;1256440-1257091;481071;1274468-1256440;50116731;1272850-1274468
;;64382;1119834;47954;1119833-1119834;471092;1074893-1119833;50118244;1110321-1074893
;;64382;1119834;473543;1098872-1119834;479556;1202849-1098872;50161816;1202848-1202849
;;480951;1257094;480933;1256448-1257094;480932;1274461-1256448;50116729;1272852-1274461
;;480952;1257097;480937;1256464-1257097;480936;1274457-1256464;50116724;1272857-1274457
;;61452;1274451;55720;1274450-1274451;16136;16136-1274450;50021995;1212578-16136
;;63454;1274426;43215;1274425-1274426;471996;1078456-1274425;50117236;1110845-1078456
;;63454;1274426;473600;1099952-1274426;20326;1242035-1099952;50061570;1242570-1242035
;;61480;1274424;47961;1274423-1274424;472239;1079474-1274423;50116683;1110997-1079474
;;72511;72511;44698;44698-72511;37629;1274208-44698;50142923;1265288-1274208
;;72519;72519;44916;44916-72519;19322;19322-44916;50005511;1151058-19322
;;71856;71856;50314;50314-71856;25116;25116-50314;50122154;1266100-25116
;;67806;67806;57598;57598-67806;20019;20019-57598;50022804;1175444-20019
;;67979;67979;51205;51205-67979;26111;1274157-51205;50142282;1330740-1274157
;;73183;73183;50926;50926-73183;28492;815280-50926;50141446;1266674-815280
;;73178;73178;50920;50920-73178;28493;1274139-50920;50122831;1267067-1274139
;;73178;73178;50920;50920-73178;36288;726996-50920;50126217;1266692-726996
;;66282;66282;48872;48872-66282;5086;1252927-48872;50077640;1274095-1252927
;;65441;1099088;473557;1099066-1099088;413184;895108-1099066;50143794;1269414-895108
;;73654;73654;462887;1017645-73654;481063;1277705-1017645;50148986;1273687-1277705
;;73654;73654;45356;1017649-73654;25637;25637-1017649;50145458;1330090-25637
;;71442;71442;473678;1101325-71442;461820;967869-1101325;50146722;1263538-967869
;;71442;71442;473678;1101325-71442;7760;7760-1101325;50124073;1273912-7760
;;71442;71442;44479;44479-71442;22099;22099-44479;50026358;1257967-22099
;;70873;70873;53150;53150-70873;413423;570002-53150;50141563;1273864-570002
;;70881;70881;50587;50587-70881;23334;23334-50587;50124101;1264716-23334
;;73411;999522;473283;1273604-999522;19310;19310-1273604;50005876;1139426-19310
;;73411;999522;473283;1273604-999522;19355;1091777-1273604;50120488;1172296-1091777
;;73411;999522;473283;1273604-999522;19328;1091770-1273604;50005877;1139427-1091770
;;73411;999522;47933;999404-999522;472316;1079781-999404;50116479;1269795-1079781
;;71550;739339;46596;739338-739339;8025;909335-739338;50124274;1263289-909335
;;481055;1273388;57261;1273387-1273388;18789;1273384-1273387;50144821;1330207-1273384
;;69349;871729;481047;1273317-871729;481046;1273316-1273317;50068558;1273315-1273316
;;481050;1273325;481052;1273330-1273325;481051;1273329-1273330;50068556;1273328-1273329
;;64021;64021;44602;44602-64021;470933;1074284-44602;50118399;1200555-1074284
;;64021;64021;473609;1273235-64021;29067;1273234-1273235;50061205;1242814-1273234
;;64021;64021;473608;1273215-64021;20544;1273214-1273215;50147272;1272244-1273214
;;64021;64021;473608;1273215-64021;20543;1273203-1273215;50061207;1242812-1273203
;;72641;1096173;473323;1096202-1096173;470571;1199945-1096202;50147267;1159899-1199945
;;421852;824153;54826;54826-824153;421850;1273124-54826;50146528;1269273-1273124
;;421852;824153;54826;54826-824153;421850;1273124-54826;50115904;1272706-1273124
;;65886;734884;54795;734881-734884;14511;1273097-734881;50017897;1272822-1273097
;;72780;72780;43255;43255-72780;19046;1273065-43255;50005232;1140131-1273065
;;72780;72780;43255;43255-72780;19046;1273065-43255;50005231;1140133-1273065
;;65286;1273064;42993;1273063-1273064;22271;1273059-1273063;50145965;1269324-1273059
;;65286;1273064;42993;1273063-1273064;22272;1273055-1273063;50017994;1190520-1273055
;;65961;65961;54814;54814-65961;14575;1273016-54814;50017970;1272780-1273016
;;65710;65710;42598;42598-65710;38521;1272995-42598;50068933;1220755-1272995
;;65710;65710;42598;42598-65710;419766;1272991-42598;50069107;1220739-1272991
;;65758;1242329;54818;1242328-1242329;421846;1272974-1242328;50099698;1211296-1272974
;;65758;1242329;54818;1242328-1242329;22280;1242317-1242328;50017988;1272775-1242317
;;65766;65766;54796;54796-65766;14516;1272941-54796;50017902;1272819-1272941
;;65730;1272940;57509;1272939-1272940;413361;1272938-1272939;50125911;1269606-1272938
;;66340;66340;47510;47510-66340;39650;1272902-47510;50120617;1172271-1272902
;;61437;61437;42791;42791-61437;7162;1031269-42791;50066593;1185799-1031269
;;68210;886798;50933;886797-886798;15399;1272620-886797;50019420;1234902-1272620
;;68210;886798;50933;886797-886798;15398;1272624-886797;50019419;1234903-1272624
;;73370;887633;427335;900387-887633;7939;1272500-900387;50123419;1265847-1272500
;;73370;887633;53741;900386-887633;13022;1272492-900386;50123522;1265803-1272492
;;72665;1272426;46151;1273338-1272426;480986;1272427-1273338;50169094;1271545-1272427
;;72684;1272402;44039;1272401-1272402;7957;886563-1272401;50123849;1265725-886563
;;72684;1272402;44039;1272401-1272402;19119;1001631-1272401;50143185;1265281-1001631
;;72684;1272402;44039;1272401-1272402;19119;1001631-1272401;50062790;1166112-1001631
;;72648;1096182;46163;1096191-1096182;472904;1082186-1096191;50116341;1111417-1082186
;;72652;1088378;473164;1088404-1088378;7960;1088384-1088404;50116358;1202866-1088384
;;72652;1088378;43122;1088421-1088378;470605;1073050-1088421;50118599;1110055-1073050
;;72652;1088378;43122;1088421-1088378;470881;1074080-1088421;50118461;1110206-1074080
;;67126;1119541;473071;1272825-1119541;40499;1087146-1272825;50069305;1211235-1087146
;;67126;1119541;473071;1272825-1119541;38954;1272127-1272825;50072391;1270629-1272127
;;67025;838599;42935;757189-838599;9354;1272023-757189;50078176;1273996-1272023
;;474331;1115091;474330;1272019-1115091;474332;1272018-1272019;50158920;1240401-1272018
;;61474;1271953;47127;47127-1271953;16178;1271963-47127;50022038;1212543-1271963
;;61474;1271953;47127;47127-1271953;16179;1271967-47127;50022039;1212542-1271967
;;60603;793078;57562;793077-793078;31975;1213759-793077;50015671;1213647-1213759
;;62281;62281;57554;57554-62281;33196;1271906-57554;50011795;1375592-1271906
;;62281;62281;57554;57554-62281;33195;1271903-57554;50011794;1375593-1271903
;;61364;61364;56125;56125-61364;16154;1271891-56125;50022013;1212566-1271891
;;62321;62321;53558;53558-62321;33163;1271871-53558;50011804;1244284-1271871
;;62311;62311;53557;53557-62311;33160;1271865-53557;50011799;1244288-1271865
;;62391;62391;53510;53510-62391;33088;1271853-53510;50011654;1244423-1271853
;;62391;62391;53510;53510-62391;33089;1271850-53510;50011655;1244422-1271850
;;62257;1247642;53538;1247641-1247642;33186;1247639-1247641;50011755;1251356-1247639
;;63031;63031;56528;56528-63031;17343;1271809-56528;50004568;1236275-1271809
;;63031;63031;56528;56528-63031;17389;1271803-56528;50004567;1215601-1271803
;;69505;69505;50765;50765-69505;8149;1271800-50765;50124848;1264456-1271800
;;67032;1271768;49019;1271767-1271768;5429;1229322-1271767;50077984;1274035-1229322
;;479911;1208910;47795;47795-1208910;34558;1271696-47795;50012164;1038411-1271696
;;67152;67152;426853;879258-67152;426852;1271509-879258;50072328;1253267-1271509
;;69906;1208846;43177;43177-1208846;412831;1107584-43177;50025174;488654-1107584
;;69906;1208846;45994;1271457-1208846;427524;1271456-1271457;50142690;1262694-1271456
;;60064;834570;44888;834378-834570;3389;3389-834378;50093827;1170106-3389
;;60202;60202;48734;48734-60202;4675;1271288-48734;50076604;1201532-1271288
;;60202;60202;48734;48734-60202;4674;1271285-48734;50076603;1201539-1271285
;;74233;74233;59164;59164-74233;41615;834531-59164;50077064;1201745-834531
;;480983;1271188;58850;796952-1271188;36194;1271058-796952;50077069;1201742-1271058
;;480983;1271188;58850;796952-1271188;36193;1271197-796952;50077068;1201741-1271197
;;60970;60970;48776;48776-60970;4787;1271180-48776;50076722;1295800-1271180
;;60970;60970;48776;48776-60970;4786;1271177-48776;50076721;1201690-1271177
;;60408;60408;48639;48639-60408;8593;1271149-48639;50076330;1201485-1271149
;;60408;60408;48639;48639-60408;4461;1271155-48639;50076329;1201484-1271155
;;60513;60513;48765;48765-60513;4758;1270473-48765;50076764;1201674-1270473
;;416255;1271030;53640;1271029-1271030;422252;1271031-1271029;50071879;1253367-1271031
;;422080;755656;59198;59198-755656;41634;1271001-59198;50071787;1253417-1271001
;;67339;67339;416365;664642-67339;38859;1270995-664642;50071795;1253411-1270995
;;67339;67339;461634;965979-67339;461639;967846-965979;50072235;1000378-967846
;;67264;67264;53625;53625-67264;38932;1270968-53625;50071935;1253343-1270968
;;67277;1270958;44351;1270957-1270958;419550;1270948-1270957;50120434;1236099-1270948
;;426842;880927;426841;880926-880927;426840;1349347-880926;50072341;1253254-1349347
;;67112;756595;50062;756600-756595;38851;1270936-756600;50071783;1253420-1270936
;;422262;756905;422260;756897-756905;38947;1270925-756897;50071963;1253332-1270925
;;66992;1270924;59170;1270923-1270924;40461;1270913-1270923;50071872;1253372-1270913
;;415737;657947;58812;657945-657947;422282;1270900-657945;50071984;1253321-1270900
;;67344;871059;53616;53616-871059;38857;1270894-53616;50071793;1253413-1270894
;;67330;67330;53651;53651-67330;38889;1270885-53651;50071856;1253379-1270885
;;426828;880914;426827;880915-880914;426826;1270859-880915;50072333;1253262-1270859
;;426828;880914;426827;880915-880914;426829;1270856-880915;50072334;1253261-1270856
;;67329;1116579;461954;970503-1116579;461955;1270847-970503;50072370;1253242-1270847
;;480982;1270820;480981;1270814-1270820;422248;1270811-1270814;50071849;1253383-1270811
;;422258;756884;58992;58992-756884;422249;1270807-58992;50071847;1253384-1270807
;;422245;758382;416216;1270792-758382;422244;1270793-1270792;50071839;1253388-1270793
;;422245;758382;53637;53637-758382;422242;1270786-53637;50071827;1253393-1270786
;;66961;66961;50068;50068-66961;422081;1270774-50068;50072316;1253274-1270774
;;66961;66961;50068;50068-66961;480888;1270773-50068;50072389;1253231-1270773
;;67235;67235;57643;57643-67235;419544;722508-57643;50072196;1253296-722508
;;67235;67235;57643;57643-67235;427420;1270739-57643;50111936;1236100-1270739
;;67233;67233;43304;43304-67233;38846;1270731-43304;50068785;1221469-1270731
;;65659;1095762;47610;795157-1095762;422371;1245688-795157;50110283;1274492-1245688
;;65659;1095762;47610;795157-1095762;422371;1245688-795157;50077980;1274561-1245688
;;65659;1095762;43143;1095761-1095762;41168;1095750-1095761;50024657;412067-1095750
;;73531;73531;44246;44246-73531;18865;1242187-44246;50161295;1270614-1242187
;;73531;73531;44246;44246-73531;19084;1242192-44246;50111912;1171917-1242192
;;71363;71363;45165;45165-71363;463255;1025447-45165;50026140;1258080-1025447
;;71350;71350;415499;1037729-71350;36297;1270498-1037729;50121487;1259031-1270498
;;71350;71350;415499;1037729-71350;26761;1270495-1037729;50114334;1259310-1270495
;;60465;60465;48742;48742-60465;4704;1270455-48742;50076633;1201505-1270455
;;71225;71225;43415;43415-71225;9103;9103-43415;50114630;1259190-9103
;;71217;1101344;44487;1101343-1101344;463231;1025380-1101343;50026667;1257787-1025380
;;71256;71256;44798;44798-71256;37589;1270123-44798;50122012;1276632-1270123
;;71256;71256;44798;44798-71256;37588;37588-44798;50122034;1258856-37588
;;72654;72654;46142;46142-72654;427745;1269962-46142;50120830;1142744-1269962
;;63291;63291;54886;54886-63291;31867;31867-54886;50015646;1200270-31867
;;411284;411568;473489;1097491-411568;471081;1074849-1097491;50118255;1381007-1074849
;;73354;73354;44626;44626-73354;478662;1178846-44626;50117406;1269823-1178846
;;73364;1244796;480635;1236494-1244796;19266;1239072-1236494;50153212;1207869-1239072
;;73364;1244796;479052;1187173-1244796;478654;1178814-1187173;50117398;1269815-1178814
;;73364;1244796;479052;1187173-1244796;478657;1178826-1187173;50117397;1269814-1178826
;;411281;411560;411280;411558-411560;472642;1081108-411558;50116510;1269812-1081108
;;73334;1017894;46521;46521-1017894;41025;1097906-46521;50024458;412271-1097906
;;73334;1017894;462930;1017886-1017894;470973;1074431-1017886;50118299;1380370-1074431
;;73709;663445;47936;663444-663445;472077;1078802-663444;50117009;1269803-1078802
;;73360;73360;43128;1017884-73360;472857;1081994-1017884;50116293;1269797-1081994
;;73594;73594;44754;44754-73594;470644;1073197-44754;50118624;1073196-1073197
;;73594;73594;44754;44754-73594;19565;1001750-44754;50116127;1081831-1001750
;;73591;1253473;425035;1253472-1253473;472884;1086559-1253472;50069241;1210905-1086559
;;73591;1253473;425035;1253472-1253473;472884;1086559-1253472;50070409;1172247-1086559
;;73591;1253473;425035;1253472-1253473;472884;1086559-1253472;50063103;1166246-1086559
;;69214;69214;51765;661654-69214;36624;1016736-661654;50143160;1330547-1016736
;;66268;66268;43521;43521-66268;41825;891392-43521;50126012;1269540-891392
;;66344;66344;53327;53327-66344;28472;888722-53327;50123370;1269741-888722
;;422497;759090;47494;47494-759090;426494;858718-47494;50144405;1269363-858718
;;66486;66486;51000;51000-66486;413225;807470-51000;50126003;1269549-807470
;;65252;65252;51257;51257-65252;24561;24561-51257;50143874;1269393-24561
;;66591;66591;51004;51004-66591;426437;858017-51004;50125983;1364365-858017
;;65271;65271;51258;51258-65271;24559;24559-51258;50143875;1269392-24559
;;66501;66501;51007;51007-66501;23828;23828-51007;50125961;1269574-23828
;;65372;65372;45079;45079-65372;22276;1257483-45079;50145964;1269325-1257483
;;65388;65388;53300;53300-65388;21256;816539-53300;50143409;1269443-816539
;;65390;759099;47493;47493-759099;426484;858652-47493;50144406;1269362-858652
;;65341;759089;46469;46469-759089;413270;557001-46469;50144403;1269365-557001
;;65359;65359;51114;51114-65359;28510;28510-51114;50143408;1269444-28510
;;65483;65483;52113;52113-65483;37938;1111617-52113;50144251;1269373-1111617
;;65449;65449;47551;47551-65449;5084;5084-47551;50077638;1231144-5084
;;65453;65453;52114;52114-65453;37937;807681-52114;50144249;1269375-807681
;;65453;65453;52114;52114-65453;29939;807678-52114;50144252;1269372-807678
;;65562;1119571;473159;1119570-1119571;411425;412546-1119570;50024572;412545-412546
;;65647;1250547;42795;1250546-1250547;413180;1250544-1250546;50024941;1032269-1250544
;;65602;855096;48868;48868-855096;5065;974079-48868;50077619;1231161-974079
;;65602;855096;48868;48868-855096;5067;855065-48868;50077621;1251958-855065
;;65837;660216;58870;58870-660216;36660;1229460-58870;50078409;1274505-1229460
;;74236;74236;59167;59167-74236;41645;41645-59167;50143792;1269416-41645
;;64897;64897;50623;50623-64897;28482;28482-50623;50124416;1269674-28482
;;73701;73701;45711;45711-73701;28834;28834-45711;50142644;1268412-28834
;;73902;880565;426644;872792-880565;28544;872788-872792;50020647;996226-872788
;;70041;657994;47701;47701-657994;39830;39830-47701;50125155;1268644-39830
;;70041;657994;47700;47700-657994;23229;814893-47700;50145573;1268194-814893
;;70075;70075;53691;53691-70075;12956;12956-53691;50125112;1268666-12956
;;70089;70089;50432;50432-70089;29880;29880-50432;50144052;1268272-29880
;;70083;70083;58478;58478-70083;29887;29887-58478;50144051;1268273-29887
;;70027;70027;50779;50779-70027;41661;41661-50779;50125029;1383463-41661
;;70152;70152;50346;50346-70152;27629;27629-50346;50122674;1268964-27629
;;70154;70154;50263;50263-70154;28732;28732-50263;50122425;1269069-28732
;;70168;70168;53171;53171-70168;27582;27582-53171;50122426;1269068-27582
;;70160;70160;52187;52187-70160;10091;10091-52187;50122424;1269070-10091
;;70190;70190;50262;50262-70190;27579;27579-50262;50122427;1269067-27579
;;70101;70101;479015;1239303-70101;479013;1239301-1239303;50162928;1239300-1239301
;;70101;70101;50778;50778-70101;26698;26698-50778;50125028;1383464-26698
;;70129;70129;57482;57482-70129;23202;23202-57482;50123277;1331486-23202
;;70119;70119;43464;43464-70119;472427;1080224-43464;50143025;1268391-1080224
;;70146;70146;58364;58364-70146;22655;22655-58364;50142688;1268408-22655
;;72916;72916;44335;44335-72916;21304;928475-44335;50144798;1268240-928475
;;71603;71603;46551;46551-71603;9542;9542-46551;50122665;1268973-9542
;;72955;72955;53202;53202-72955;39699;39699-53202;50126314;1268550-39699
;;71615;71615;50285;50285-71615;26399;26399-50285;50122494;1269008-26399
;;71629;71629;54144;54144-71629;24823;1245513-54144;50121909;1399024-1245513
;;70214;70214;53318;53318-70214;28076;28076-53318;50122475;1269023-28076
;;70213;70213;57219;57219-70213;39605;39605-57219;50124990;1268748-39605
;;71560;71560;51761;51761-71560;24024;24024-51761;50143338;1268311-24024
;;71560;71560;51761;51761-71560;28031;28031-51761;50122327;1331737-28031
;;71578;71578;45243;45243-71578;37532;37532-45243;50114718;1260950-37532
;;70241;70241;50260;50260-70241;27584;27584-50260;50122473;1269025-27584
;;70256;70256;58457;58457-70256;23234;23234-58457;50142305;1330731-23234
;;70250;70250;53319;53319-70250;39549;810679-53319;50143266;1268331-810679
;;71584;71584;51544;51544-71584;9133;960861-51544;50114727;1269232-960861
;;70252;70252;58281;58281-70252;478913;1184127-58281;50147480;1268133-1184127
;;71590;1105641;427219;1373230-1105641;36417;1210271-1373230;50126298;1330939-1210271
;;71590;1105641;473838;1373488-1105641;479535;1204342-1373488;50147581;1268132-1204342
;;70260;70260;53170;53170-70260;28734;28734-53170;50122369;1269125-28734
;;70408;70408;51016;51016-70408;9894;9894-51016;50142361;1330719-9894
;;70407;70407;51087;51087-70407;39683;39683-51087;50122358;1269136-39683
;;70395;70395;58273;58273-70395;39606;39606-58273;50124995;1268743-39606
;;72976;72976;52110;52110-72976;24219;797012-52110;50003436;1159852-797012
;;70312;70312;58213;58213-70312;39430;891511-58213;50142337;1268441-891511
;;71657;71657;50353;50353-71657;27392;792831-50353;50122801;1268940-792831
;;72989;1249340;58320;58320-1249340;473822;1363853-58320;50142050;1268479-1363853
;;72989;1249340;53012;53012-1249340;421115;1249352-53012;50003576;1159717-1249352
;;71650;1232996;42318;1034651-1232996;22105;1023433-1034651;50026879;1257689-1023433
;;71650;1232996;42318;1034651-1232996;463130;1023407-1034651;50026537;1257869-1023407
;;70331;70331;58283;58283-70331;27808;908764-58283;50145764;1268181-908764
;;71660;71660;53183;53183-71660;37610;961149-53183;50122752;1268944-961149
;;72990;789901;52109;828180-789901;41862;1226135-828180;50025422;1159869-1226135
;;71684;71684;50397;50397-71684;18796;18796-50397;50122966;1268914-18796
;;70368;70368;54927;54927-70368;36150;961635-54927;50125000;1268738-961635
;;70360;70360;57218;57218-70360;39603;39603-57218;50124994;1268744-39603
;;70374;845652;55763;55763-845652;15198;961413-55763;50123268;1268865-961413
;;70513;70513;58173;58173-70513;37753;891147-58173;50122451;1269043-891147
;;70518;70518;53316;53316-70518;39548;39548-53316;50122471;1331681-39548
;;70431;70431;51097;51097-70431;28829;28829-51097;50141346;1330923-28829
;;70463;70463;43808;43808-70463;22670;22670-43808;50126326;1268543-22670
;;70470;70470;45724;45724-70470;28723;28723-45724;50142646;1268410-28723
;;70472;70472;50769;50769-70472;25599;25599-50769;50124955;1268758-25599
;;70609;70609;50196;50196-70609;39400;779924-50196;50122232;1269193-779924
;;70609;70609;50196;50196-70609;7763;1250824-50196;50122352;1269142-1250824
;;70640;1105549;473832;1105550-1105549;21252;811020-1105550;50122308;1269154-811020
;;70640;1105549;473832;1105550-1105549;22452;810952-1105550;50143268;1330510-810952
;;70655;70655;54142;54142-70655;13214;1214113-54142;50141428;1267659-1214113
;;69661;69661;58395;58395-69661;477632;1219555-58395;50147290;1268136-1219555
;;69661;69661;58395;58395-69661;477633;1219556-58395;50147289;1146151-1219556
;;69672;69672;52768;52768-69672;11233;1250908-52768;50126147;1268576-1250908
;;70557;70557;50849;50849-70557;22460;22460-50849;50122318;1269153-22460
;;70557;70557;50849;50849-70557;24099;24099-50849;50122335;1269145-24099
;;70552;70552;45255;45255-70552;7791;914067-45255;50122453;1331686-914067
;;70578;70578;50401;50401-70578;39569;39569-50401;50123029;1268899-39569
;;70578;70578;50401;50401-70578;463691;1030735-50401;50146943;1268144-1030735
;;70577;70577;45259;45259-70577;39539;39539-45259;50122409;1331700-39539
;;69732;69732;58103;58103-69732;40423;40423-58103;50146261;1364041-40423
;;69733;69733;46405;46405-69733;23676;23676-46405;50143031;1268390-23676
;;69746;69746;55512;55512-69746;15091;799573-55512;50142208;1268464-799573
;;69754;69754;413700;599432-69754;413701;599436-599432;50091532;1245235-599436
;;69766;69766;50435;50435-69766;27647;27647-50435;50125669;1331026-27647
;;415677;740251;46408;46408-740251;36138;36138-46408;50125107;1268670-36138
;;415683;655433;45723;45723-655433;28797;28797-45723;50124978;1268754-28797
;;415683;655433;45723;45723-655433;472897;1082156-45723;50116332;1200390-1082156
;;70678;70678;51760;51760-70678;21254;21254-51760;50122326;1269150-21254
;;69873;69873;51191;51191-69873;27515;27515-51191;50141705;1268499-27515
;;69870;1239537;479027;1239491-1239537;478989;1239495-1239491;50162957;1239487-1239495
;;69870;1239537;45005;45005-1239537;26690;814242-45005;50125033;1383461-814242
;;69870;1239537;45005;45005-1239537;28638;28638-45005;50125062;1267864-28638
;;69887;69887;58460;58460-69887;23259;814206-58460;50123327;1360951-814206
;;69974;69974;47695;47695-69974;28598;28598-47695;50125945;1268597-28598
;;69971;69971;51630;51630-69971;36647;929487-51630;50144722;1364119-929487
;;69971;69971;51630;51630-69971;27962;930137-51630;50145303;1360842-930137
;;69993;69993;50434;50434-69993;27646;27646-50434;50123238;1268880-27646
;;426137;845647;57480;57480-845647;413076;519646-57480;50123267;1268866-519646
;;424718;804649;47244;47244-804649;24033;804646-47244;50141892;1268488-804646
;;412672;1236468;47242;1236467-1236468;421217;748385-1236467;50146471;1370293-748385
;;412672;1236468;47242;1236467-1236468;36501;1245501-1236467;50143915;1330369-1245501
;;424396;1095250;473400;1373442-1095250;15122;890116-1373442;50118547;1073382-890116
;;73025;73025;50343;50343-73025;27630;27630-50343;50122731;1268949-27630
;;73034;73034;51089;51089-73034;39674;39674-51089;50122355;1269139-39674
;;73032;73032;50278;50278-73032;25796;873887-50278;50122389;1331711-873887
;;74372;74372;47685;47685-74372;30036;1251199-47685;50142982;1375835-1251199
;;422972;1183496;52186;52186-1183496;27976;27976-52186;50122421;1269073-27976
;;73074;73074;50869;50869-73074;36379;36379-50869;50122285;1331751-36379
;;73074;73074;50869;50869-73074;36363;36363-50869;50122250;1331769-36363
;;73082;73082;50868;50868-73082;36367;36367-50868;50142056;1268475-36367
;;73091;73091;57529;57529-73091;39689;39689-57529;50142272;1268460-39689
;;73091;73091;57529;57529-73091;39691;39691-57529;50142271;1268461-39691
;;73004;73004;44841;44841-73004;21445;772071-44841;50021209;995909-772071
;;73003;73003;52196;52196-73003;25804;25804-52196;50122384;1269110-25804
;;73156;73156;58347;58347-73156;37816;779911-58347;50126292;1268564-779911
;;73156;73156;58347;58347-73156;37819;779906-58347;50126297;1268559-779906
;;73187;73187;50313;50313-73187;27378;27378-50313;50144269;1268270-27378
;;73181;73181;50298;50298-73181;30091;30091-50298;50122578;1268986-30091
;;73181;73181;50298;50298-73181;27377;27377-50298;50122646;1268983-27377
;;73193;73193;58337;58337-73193;30084;30084-58337;50143276;1268326-30084
;;73103;73103;46555;46555-73103;478839;1182439-46555;50147472;1202215-1182439
;;73103;73103;46554;46554-73103;36385;36385-46554;50122248;1331770-36385
;;73101;73101;42254;42254-73101;41425;1251737-42254;50116506;1081071-1251737
;;73114;73114;43032;43032-73114;26037;26037-43032;50143248;1330521-26037
;;73128;976660;51094;976659-976660;40048;976662-976659;50122826;1268930-976662
;;73125;73125;50866;50866-73125;36390;36390-50866;50125531;1331049-36390
;;73125;73125;50866;50866-73125;36384;36384-50866;50122822;1331575-36384
;;73122;73122;51753;51753-73122;36254;962186-51753;50143115;1268366-962186
;;73132;73132;51751;51751-73132;27634;27634-51751;50143247;1268346-27634
